"","PrimaryKey","PlotKey","PlotID","State","SpeciesState","County","ProjectName","PhotoLink","EcologicalSiteId","EcolSiteName","Latitude_NAD83","Longitude_NAD83","DateEstablished","DateVisited","BareSoilCover","TotalFoliarCover","GapCover_25_50","GapCover_51_100","GapCover_101_200","GapCover_200_plus","GapCover_25_plus","SoilStability_All","SoilStability_Protected","SoilStability_Unprotected","AH_NonNoxPerenForbCover","AH_NonNoxAnnForbCover","AH_NonNoxPerenGrassCover","AH_NonNoxAnnGrassCover","AH_NonNoxPerenForbGrassCover","AH_NonNoxAnnForbGrassCover","AH_NonNoxShrubCover","AH_NonNoxSubShrubCover","AH_NonNoxSucculentCover","AH_NonNoxTreeCover","AH_NonNoxCover","AH_NoxPerenForbCover","AH_NoxAnnForbCover","AH_NoxPerenGrassCover","AH_NoxAnnGrassCover","AH_NoxPerenForbGrassCover","AH_NoxAnnForbGrassCover","AH_NoxShrubCover","AH_NoxSubShrubCover","AH_NoxSucculentCover","AH_NoxTreeCover","AH_NoxCover","AH_ForbCover","AH_PerenForbCover","AH_PreferredForbCover","AH_GrassCover","AH_PerenGrassCover","AH_AnnGrassCover","AH_TallPerenGrassCover","AH_ShortPerenGrassCover","AH_PerenForbGrassCover","AH_ShrubCover","AH_SagebrushCover","AH_SagebrushCover_Live","AH_NonSagebrushShrubCover","AH_TotalLitterCover","AH_WoodyLitterCover","AH_HerbLitterCover","FH_NonNoxPerenForbCover","FH_NonNoxAnnForbCover","FH_NonNoxPerenGrassCover","FH_NonNoxAnnGrassCover","FH_NonNoxShrubCover","FH_NonNoxSubShrubCover","FH_NonNoxSucculentCover","FH_NonNoxTreeCover","FH_NoxPerenForbCover","FH_NoxAnnForbCover","FH_NoxPerenGrassCover","FH_NoxAnnGrassCover","FH_NoxShrubCover","FH_NoxSubShrubCover","FH_NoxSucculentCover","FH_NoxTreeCover","FH_SagebrushCover","FH_TotalLitterCover","FH_WoodyLitterCover","FH_HerbLitterCover","FH_DuffCover","FH_EmbLitterCover","FH_VagrLichenCover","FH_LichenCover","FH_MossCover","FH_CyanobacteriaCover","FH_RockCover","FH_WaterCover","FH_DepSoilCover","Hgt_Woody_Avg","Hgt_Herbaceous_Avg","Hgt_Forb_Avg","Hgt_PerenForb_Avg","Hgt_Grass_Avg","Hgt_PerenGrass_Avg","Hgt_NoxPerenGrass_Avg","Hgt_NonNoxPerenGrass_Avg","Hgt_TallPerenGrass_Avg","Hgt_ShortPerenGrass_Avg","Hgt_PerenForbGrass_Avg","Hgt_Shrub_Avg","Hgt_NonSagebrushShrub_Avg","Hgt_Sagebrush_Avg","Hgt_Sagebrush_Live_Avg","SagebrushShape_All_ColumnCount","SagebrushShape_All_SpreadCount","SagebrushShape_All_Predominant","SagebrushShape_Live_ColumnCount","SagebrushShape_Live_SpreadCount","SagebrushShape_Live_Predominant","NumSpp_NoxPlant","Spp_Nox","NumSpp_NonNoxPlant","NumSpp_PreferredForb","Spp_Sagebrush","Spp_PreferredForb","Spp_TallPerenGrass","Spp_ShortPerenGrass","RH_Rills","RH_WaterFlowPatterns","RH_PedestalsTerracettes","RH_BareGround","RH_Gullies","RH_WindScouredAreas","RH_LitterMovement","RH_LitterAmount","RH_SoilSurfResisErosion","RH_SoilSurfLossDeg","RH_PlantCommunityComp","RH_Compaction","RH_FuncSructGroup","RH_DeadDyingPlantParts","RH_AnnualProd","RH_InvasivePlants","RH_ReprodCapabilityPeren","RH_BioticIntegrity","RH_HydrologicFunction","RH_SoilSiteStability","RH_CommentsBI","RH_CommentsHF","RH_CommentsSS","Purpose","PurposeFlag","Design","DesignFlag","created_user","created_date","last_edited_user","last_edited_date","DateLoadedInDb","DBKey","GlobalID","Shape"
"13129","NMP02000_Year1_ChiStatic_2112019-09-01","NMP02000_Year1_ChiStatic_211","ChiStatic_211","NM","NM","NMP02000","NMP02000_Year1","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NMP02000_Year1_ChiStatic_2112019-09-01","R042XC007NM",NA,32.14263794,-104.41497032,2019-09-10 00:00:00,2019-09-10 00:00:00,39.33333333,28.66666667,8.37333333,25.84,29.05333333,3.68,66.94666667,4.72222222,5.33333333,4.41666667,4.66666667,0.66666667,22,0,26.66666667,0.66666667,0.66666667,1.33333333,0,0,28.66666667,0,0,0,0,0,0,0,0,0,0,0,5.33333333,4.66666667,0,22,22,0,0,1.33333333,26.66666667,0.66666667,0,0,0.66666667,34,0,31.33333333,4.66666667,0.66666667,21.33333333,0,0.66666667,1.33333333,0,0,0,0,0,0,0,0,0,0,0,14,0,12.66666667,0,0,0,0,0,12.66666667,5.33333333,0,0,91.5,18.92857143,15,15,20.78947368,20.78947368,NA,20.78947368,NA,15,18.92857143,91.5,91.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31,0,NA,NA,NA,"ARPU9; BOGR2; DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Oil and Gas Development Monitoring","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{09B25354-DF37-4E5A-83B0-82A033D206BC}",c(-104.414970323, 32.142637935)
"13130","NML00000_2019_Mal_3972019-09-01","NML00000_2019_Mal_397","Mal_397","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Mal_3972019-09-01","R042XB037NM",NA,32.00976179,-107.12032173,2019-09-07 00:00:00,2019-09-07 00:00:00,29.33333333,35,4.62666667,16.68,12.64,21.96,55.90666667,3.83333333,5.33333333,3.08333333,0.66666667,3.33333333,22.66666667,0.33333333,23.33333333,3.66666667,7.33333333,0.66666667,0,0,31.33333333,0,0,3.66666667,0,3.66666667,0,0,0,0,0,3.66666667,4,0.66666667,0,26.66666667,26.33333333,0.33333333,20,0.33333333,27,7.33333333,0,0,7.33333333,38.33333333,1.66666667,36.66666667,0.33333333,3.33333333,19.66666667,0.33333333,7.33333333,0.33333333,0,0,0,0,3.66666667,0,0,0,0,0,0,15.33333333,1.33333333,14,0,0,0,0,0,0,20.33333333,0,0,74.75,32.08333333,14.16666667,10,38.05555556,40.17647059,37,40.85714286,40.85714286,NA,38.5,95.11111111,95.11111111,NA,NA,NA,NA,NA,NA,NA,NA,1,"ERLE",33,0,NA,NA,"MUPO2; BOCU","ARPU9; DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{109D2A5D-E459-4A49-8F39-8306FA2F429D}",c(-107.12032173, 32.0097617910001)
"13131","NML00000_2020_Bottom_0132019-09-01","NML00000_2020_Bottom_013","Bottom_013","NM","NM","NML00000","NML00000_2020","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2020_Bottom_0132019-09-01","R042XB018NM",NA,32.0118862,-107.10434059,2019-09-06 00:00:00,2019-09-06 00:00:00,20.33333333,28.66666667,1.30666667,3.26666667,12.86666667,50.45333333,67.89333333,2.27777778,3,2,0,1,12,0,12,1,22.66666667,0,0,0,28.66666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,12,0,12,0,12,22.66666667,0,0,22.66666667,15.33333333,1,14.66666667,0,0.66666667,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5.66666667,0.66666667,5,0,0,0,0,0,0,45.33333333,0,0,57.35714286,25.17647059,17.5,NA,36.14285714,36.14285714,NA,36.14285714,36.14285714,NA,36.14285714,57.35714286,57.35714286,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19,0,NA,NA,"MUPO2","DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{90C76BA4-C1E9-4B54-B227-FBF4520D5DEC}",c(-107.104340593, 32.0118861990001)
"13132","NML00000_2019_Bottom_0102019-09-01","NML00000_2019_Bottom_010","Bottom_010","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Bottom_0102019-09-01","R042XB018NM",NA,32.02628464,-107.07689356,2019-09-06 00:00:00,2019-09-06 00:00:00,52,31.33333333,13.53333333,14.68,15.62666667,19.48,63.32,3,3.66666667,2.86666667,0.33333333,1.66666667,23.33333333,0,23.66666667,1.66666667,4.66666667,5.66666667,0.66666667,0,31.33333333,0,0,0,0,0,0,0,0,0,0,0,2,0.33333333,0,23.33333333,23.33333333,0,2.66666667,0,23.66666667,4.66666667,0,0,4.66666667,28,2,26,0.33333333,0.66666667,20.33333333,0,4.66666667,4.66666667,0.66666667,0,0,0,0,0,0,0,0,0,0,14.33333333,1.33333333,13,0,0,0,0,0,0,2.33333333,0,0,33.84210526,25.72727273,20.5,NA,26.25,30.58823529,NA,30.58823529,53,NA,30.58823529,110.33333333,110.33333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,22,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{E4DB5AA6-4EF1-4035-9984-EE7334805ED5}",c(-107.076893564, 32.0262846420001)
"13133","NML00000_2020_Gravel_0742019-09-01","NML00000_2020_Gravel_074","Gravel_074","NM","NM","NML00000","NML00000_2020","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2020_Gravel_0742019-09-01","R042XB014NM",NA,32.40308733,-107.18375456,2019-08-29 00:00:00,2019-08-29 00:00:00,22.33333333,62.66666667,6.57333333,12.64,7.17333333,5.86666667,32.25333333,1.44444444,1.66666667,1,3.33333333,0,52.66666667,0,54.33333333,0,18.66666667,0,0,0,62.66666667,0,0,0,0,0,0,0,0,0,0,0,3.33333333,3.33333333,0,52.66666667,52.66666667,0,2.33333333,0,54.33333333,18.66666667,0,0,18.66666667,64.33333333,5.66666667,60.66666667,0.66666667,0,43.33333333,0,18.66666667,0,0,0,0,0,0,0,0,0,0,0,0,11.66666667,2.33333333,9.33333333,0,0,0,0,0,0,3.33333333,0,0,94.78571429,31.22727273,34,34,31.0952381,31.0952381,NA,31.0952381,NA,NA,31.22727273,94.78571429,94.78571429,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,25,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{DE79D8A7-AAEA-49F2-929D-D65872B76458}",c(-107.183754562, 32.403087327)
"13134","NML00000_2020_Loam_3492019-09-01","NML00000_2020_Loam_349","Loam_349","NM","NM","NML00000","NML00000_2020","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2020_Loam_3492019-09-01","R042XB023NM",NA,32.39410038,-107.13035463,2019-08-28 00:00:00,2019-08-28 00:00:00,57,9.66666667,1.72,8.54666667,19.6,62.14666667,92.01333333,3,4,2.61538462,0,0.33333333,9.33333333,0,9.33333333,0.33333333,0,0,0,0,9.66666667,0,0,0,0,0,0,0,0,0,0,0,0.33333333,0,0,9.33333333,9.33333333,0,0,0,9.33333333,0,0,0,0,16.66666667,0,16.66666667,0,0.33333333,9.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.33333333,0,10.33333333,0,0,0,0,0,0.33333333,22.66666667,0,0,NA,15.29411765,7,NA,17.07142857,17.07142857,NA,17.07142857,NA,NA,17.07142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{4A3C82DF-6508-412C-8A73-4E3DE36B09F0}",c(-107.130354635, 32.3941003830001)
"13135","NML00000_2020_Mal_4032019-09-01","NML00000_2020_Mal_403","Mal_403","NM","NM","NML00000","NML00000_2020","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2020_Mal_4032019-09-01","R042XB037NM",NA,32.01882143,-107.00689727,2019-09-05 00:00:00,2019-09-05 00:00:00,52.33333333,28.66666667,3.30666667,8.94666667,11.72,36.65333333,60.62666667,1.83333333,1,1.88235294,0,0,7.33333333,0,7.33333333,0,26.33333333,0,0,0,28.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33333333,7.33333333,0,7.33333333,0,7.33333333,26.33333333,0,0,26.33333333,22.33333333,0.33333333,22,0,0,3,0,25.66666667,0,0,0,0,0,0,0,0,0,0,0,0,17.66666667,0.33333333,17.33333333,0,0,0,0,0,0,1.33333333,0,0,55.38095238,23.14285714,23,NA,23.16666667,27.2,NA,27.2,27.2,NA,27.2,55.38095238,55.38095238,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{A8A23D7A-FD40-417F-AF12-DB48A1F0817B}",c(-107.006897268, 32.018821426)
"13136","NML00000_2019_Sandy_5082019-09-01","NML00000_2019_Sandy_508","Sandy_508","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Sandy_5082019-09-01","R042XB012NM",NA,32.02805521,-107.04459624,2019-09-05 00:00:00,2019-09-05 00:00:00,46.66666667,25,13.96,14.38666667,24.74666667,7.34666667,60.44,3.05555556,3.66666667,2.93333333,2.33333333,0.66666667,14,0.33333333,16.33333333,1,0.66666667,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,2.33333333,0,14.33333333,14,0.33333333,0,14,16.33333333,0.66666667,0,0,0.66666667,31.66666667,0,31.66666667,2.33333333,0.66666667,14,0.33333333,0.66666667,7,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,1.33333333,0,0,14.88888889,16.95652174,13.66666667,20,17.45,18.21052632,NA,18.21052632,NA,18.21052632,18.38095238,18.5,18.5,NA,NA,NA,NA,NA,NA,NA,NA,1,"SATR12",23,0,NA,NA,"MUPO2","BOER4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{E1484B44-6BE0-4A1F-8C90-41551E56F3E8}",c(-107.044596244, 32.02805521)
"13137","NML00000_2019_Hills_2172019-09-01","NML00000_2019_Hills_217","Hills_217","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Hills_2172019-09-01","R042XB027NM",NA,32.03325152,-107.02933084,2019-09-04 00:00:00,2019-09-04 00:00:00,18.66666667,35,11.82666667,19.94666667,21.72,13.57333333,67.06666667,2.82352941,2.57142857,3,1.33333333,7,16.66666667,5.33333333,17.66666667,12.33333333,2.66666667,9.33333333,0.33333333,0,35,0,0,0,0,0,0,0,0,0,0,0,8.33333333,1.33333333,0,22,16.66666667,5.33333333,7.66666667,12,17.66666667,2.66666667,0,0,2.66666667,28.33333333,0,28.33333333,0.66666667,6.66666667,11.66666667,4.66666667,2.33333333,8.66666667,0.33333333,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,35.33333333,0,0,36.25,24.57142857,20.36842105,12,33.44444444,45,NA,45,56,23.66666667,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,46,0,NA,NA,"BOCU; MUPO2","ARPU9; BOER4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{614099E5-44E5-4A84-A5E8-33FB75244839}",c(-107.029330841, 32.0332515170001)
"13138","NML00000_2019_Hills_2132019-09-01","NML00000_2019_Hills_213","Hills_213","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Hills_2132019-09-01",NA,NA,32.05937429,-107.02075837,2019-09-04 00:00:00,2019-09-04 00:00:00,20,28.66666667,6.04,17.52,16.09333333,28.24,67.89333333,3.83333333,4.33333333,3.58333333,4,5,5,4.66666667,9,9.66666667,7.66666667,5.66666667,0,0,28.66666667,0,0,0,0,0,0,0,0,0,0,0,9,4,0,9.66666667,5,4.66666667,4.33333333,4,9,7.66666667,0,0,7.66666667,20.66666667,0,20.66666667,3.33333333,5,3.33333333,4.33333333,7,5.66666667,0,0,0,0,0,0,0,0,0,0,0,9.33333333,0,9.33333333,0,0,0,0,0,0,42,0,0,27,20.91666667,18.2,17.5,25.44444444,19.5,NA,19.5,32,25.4,18.5,25,25,NA,NA,NA,NA,NA,NA,NA,NA,1,"TRTE",41,0,NA,NA,"MUPO2; BOCU","ARPU9; BOER4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{12BA302D-E806-4F6E-A4DE-04F4E81E3139}",c(-107.020758375, 32.059374291)
"13139","NML00000_2020_Gravel_0702019-09-01","NML00000_2020_Gravel_070","Gravel_070","NM","NM","NML00000","NML00000_2020","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2020_Gravel_0702019-09-01","R042XB010NM",NA,32.39472648,-107.14060353,2019-11-23 23:59:59,2019-08-28 00:00:00,33.66666667,17.66666667,1.93333333,8.88,23.93333333,45.21333333,79.96,3.33333333,5.5,3.0625,0,0.66666667,4.33333333,0,4.33333333,0.66666667,15,0.33333333,0,0,17.66666667,0,0,0,0,0,0,0,0,0,0,0,0.66666667,0,0,4.33333333,4.33333333,0,3.66666667,0.66666667,4.33333333,15,0,0,15,14.33333333,1,14,0,0.66666667,1.66666667,0,15,0.33333333,0,0,0,0,0,0,0,0,0,0,0,10,0.33333333,9.66666667,0,0,0,0,0,0,38.66666667,0,0,57.38461538,13.25,3,3,15.3,15.3,NA,15.3,26.2,4.4,13.25,57.38461538,57.38461538,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,21,0,NA,NA,"MUPO2","DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{136D69D7-DFF7-4AB7-9F5F-68CF50B2A83A}",c(-107.140603533, 32.394726479)
"13154","NMP02000_Year1_Foothills_3072019-09-01","NMP02000_Year1_Foothills_307","Foothills_307","NM","NM","NMP02000","NMP02000_Year1","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NMP02000_Year1_Foothills_3072019-09-01","R042XC025NM",NA,32.5183813,-104.40288908,2019-09-17 00:00:00,2019-09-17 00:00:00,37.33333333,19.33333333,13.04,25.06666667,19.45333333,19.52,77.08,5.33333333,5.6,5,0,0,19.33333333,0,19.33333333,0,0,0,0,0,19.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.33333333,19.33333333,0,0.66666667,0,19.33333333,0,0,0,0,33.33333333,0.66666667,32.66666667,0,0,19.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33333333,0.66666667,20.66666667,0,0,0,0,0,4,18,0,0,90,10.93103448,3,3,11.51851852,11.51851852,NA,11.51851852,NA,NA,10.93103448,90,90,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32,0,NA,NA,"MUPO2","DAPU7; ARPU9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{31A4E420-E3FB-4B73-B3B7-11B0B571F62D}",c(-104.40288908, 32.5183812980001)
"13155","NMP02000_Year1_Foothills_3062019-09-01","NMP02000_Year1_Foothills_306","Foothills_306","NM","NM","NMP02000","NMP02000_Year1","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NMP02000_Year1_Foothills_3062019-09-01",NA,NA,32.40271467,-104.77889734,2019-09-18 00:00:00,2019-09-18 00:00:00,2.66666667,34.66666667,10.8,11.14666667,22.89333333,14.61333333,59.45333333,3.86666667,3.8,3.9,1.33333333,1.33333333,18,0,19.33333333,1.33333333,2,0.66666667,11.33333333,4,34.66666667,0,0,0,0,0,0,0,0,0,0,0,2.66666667,1.33333333,0,18,18,0,10,1.33333333,19.33333333,2,0,0,2,39.33333333,8,33.33333333,1.33333333,1.33333333,14.66666667,0,2,0.66666667,10.66666667,4,0,0,0,0,0,0,0,0,0,23.33333333,5.33333333,18,0,0,0,0,0,0,39.33333333,0,0,63.82352941,29.48,22.25,21,30.85714286,30.85714286,NA,30.85714286,37.16666667,33.5,29.625,30.5,30.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,36,0,NA,NA,"BOCU","BOER4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{5FCD2F34-F111-4FC7-92B2-3519DA8C4C3A}",c(-104.778897335, 32.4027146670001)
"13165","NML00000_2019_Shallow_5652019-09-01","NML00000_2019_Shallow_565","Shallow_565","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Shallow_5652019-09-01","R042XB015NM",NA,32.13254435,-107.30495467,2019-09-18 00:00:00,2019-09-18 00:00:00,55.33333333,15.66666667,5.84,9.70666667,14.36,52.16,82.06666667,1.61111111,2.75,1.28571429,1,0.33333333,0,0,1,0.33333333,2.33333333,10.66666667,1.66666667,0,15.66666667,0,0,0,0,0,0,0,0,0,0,0,1.33333333,1,0,0,0,0,0,0,1,2.33333333,0,0,2.33333333,30.33333333,2,28.33333333,0.66666667,0.33333333,0,0,2.33333333,10.66666667,1.66666667,0,0,0,0,0,0,0,0,0,0,20.33333333,1,19,0,0,0,0,0,8,0.66666667,0,0,26.71428571,2.8,2.89473684,5.5,1,1,NA,1,NA,1,5,16.42857143,16.42857143,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15,0,NA,NA,NA,"DAPU7; ARPU9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{9BCD1C0F-EF67-4FEE-B2DF-7BCC143DF48D}",c(-107.304954669, 32.1325443530001)
"13166","NML00000_2019_Shallow_5642019-09-01","NML00000_2019_Shallow_564","Shallow_564","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Shallow_5642019-09-01","R042XB015NM",NA,32.11667443,-107.2924049,2019-09-18 00:00:00,2019-09-18 00:00:00,58.66666667,18,3.53333333,13.05333333,27.28,28.72,72.58666667,1.55555556,2,1.5,3,0.33333333,0,0,3,0.33333333,9.33333333,6.66666667,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3.33333333,3,0,0,0,0,0,0,3,9.33333333,0,0,9.33333333,19.66666667,0.66666667,19,2.66666667,0.33333333,0,0,9.33333333,5.66666667,0,0,0,0,0,0,0,0,0,0,0,15.33333333,0.66666667,14.66666667,0,0,0,0,0,3.33333333,4.66666667,0,0,33.58333333,11.08333333,11.08333333,11.45454545,NA,NA,NA,NA,NA,NA,11.45454545,33,33,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:41,"2019-09-01","NM2019RawDownloadCleaned.gdb","{9DDC7BAD-4CBA-4075-B01A-8770E6FD8597}",c(-107.292404904, 32.116674425)
